Parameters,Total Reward,Total Profit
"(20000, 1000, 1, 32, {'net_arch': [50]}, 0.05, 0.95, 0.1)",0.0,1.0
"(20000, 1000, 1, 32, {'net_arch': [50]}, 0.05, 0.95, 0.0001)",28.00582504272461,0.06348436919147363
"(20000, 1000, 1, 32, {'net_arch': [50]}, 0.2, 0.8, 0.1)",0.0,2.005963392114493
"(20000, 1000, 1, 32, {'net_arch': [50]}, 0.2, 0.8, 0.0001)",10.241252899169922,0.04703441952398187
"(20000, 1000, 1, 32, {'net_arch': [50]}, 0.2, 0.95, 0.1)",0.0,2.005963392114493
"(20000, 1000, 1, 32, {'net_arch': [50]}, 0.2, 0.95, 0.0001)",36.7044620513916,0.09485588620182729
"(20000, 1000, 1, 32, {'net_arch': [50, 100]}, 0.05, 0.8, 0.1)",0.0,2.005963392114493
"(20000, 1000, 1, 32, {'net_arch': [50, 100]}, 0.05, 0.8, 0.0001)",44.204477310180664,0.09130523658517242
"(20000, 1000, 1, 32, {'net_arch': [50, 100]}, 0.05, 0.95, 0.1)",0.0,2.005963392114493
"(20000, 1000, 1, 32, {'net_arch': [50, 100]}, 0.05, 0.95, 0.0001)",46.48358917236328,0.4002202314219879
"(20000, 1000, 1, 32, {'net_arch': [50, 100]}, 0.2, 0.8, 0.1)",0.0,2.005963392114493
"(20000, 1000, 1, 32, {'net_arch': [50, 100]}, 0.2, 0.8, 0.0001)",35.34980583190918,0.0412268933696784
"(20000, 1000, 1, 32, {'net_arch': [50, 100]}, 0.2, 0.95, 0.1)",-14.43118667602539,0.8623843803528978
"(20000, 1000, 1, 32, {'net_arch': [50, 100]}, 0.2, 0.95, 0.0001)",47.08840751647949,0.059408399555654044
"(20000, 1000, 4, 4, {'net_arch': [50]}, 0.05, 0.8, 0.1)",0.0,2.005963392114493
"(20000, 1000, 4, 4, {'net_arch': [50]}, 0.05, 0.8, 0.0001)",1.1939353942871094,0.3717863126003412
"(20000, 1000, 4, 4, {'net_arch': [50]}, 0.05, 0.95, 0.1)",0.0,1.0
"(20000, 1000, 4, 4, {'net_arch': [50]}, 0.05, 0.95, 0.0001)",13.627361297607422,0.2821614183904412
"(20000, 1000, 4, 4, {'net_arch': [50]}, 0.2, 0.8, 0.1)",0.0,2.005963392114493
"(20000, 1000, 4, 4, {'net_arch': [50]}, 0.2, 0.8, 0.0001)",-25.129207611083984,0.2909539322721594
"(20000, 1000, 4, 4, {'net_arch': [50]}, 0.2, 0.95, 0.1)",0.0,1.0
"(20000, 1000, 4, 4, {'net_arch': [50]}, 0.2, 0.95, 0.0001)",-7.383331298828125,0.4628382389162582
"(20000, 1000, 4, 4, {'net_arch': [50, 100]}, 0.05, 0.8, 0.1)",0.0,2.005963392114493
"(20000, 1000, 4, 4, {'net_arch': [50, 100]}, 0.05, 0.8, 0.0001)",25.29897117614746,0.04035789521429131
"(20000, 1000, 4, 4, {'net_arch': [50, 100]}, 0.05, 0.95, 0.1)",0.0,1.0
"(20000, 1000, 4, 4, {'net_arch': [50, 100]}, 0.05, 0.95, 0.0001)",4.124595642089844,1.949348066943479
"(20000, 1000, 4, 4, {'net_arch': [50, 100]}, 0.2, 0.8, 0.1)",0.0,1.0
"(20000, 1000, 4, 4, {'net_arch': [50, 100]}, 0.2, 0.8, 0.0001)",50.300743103027344,0.556796831503193
